usernum,stim,cond,adjtype,displaytype,version,audiofile,response,timestamp,order,selectedpos,images,phrase,native,type,stimnum,mturkid,time,cheater,selection,target,condcollapsed,target1,target1hasrel,target1hasabs,target2hasrel,target2hasabs
92,target-5,cmp:rel-both:a,cmp,both-rel,a,target-5-a-cmp,2,Fri Aug 24 13:57:42 2018,4:1:2:5:3,1,man-big_fan:lady-med_fan:lady-small_fan:lady-med_fish:lady-small_fish,lady with the bigger [inaudible],,target,5,5b4464e1f5920200016d1622,5,FALSE,target2,1,both-rel cmp,1,0,0,0,0
92,target-3,pos:abs-both:b,pos,abs-both,b,target-3-b-pos,4,Fri Aug 24 13:57:56 2018,1:2:3:5:4,5,bird-big_tower:cat-med_truck:bird-small_truck:cat-med_tree:cat-small_tree,cat in the big [inaudible],,target,3,5b4464e1f5920200016d1622,6,FALSE,target2,1,abs-both pos,1,0,1,1,1
92,target-8,cmp:rel-both:b,cmp,both-rel,b,target-8-b-cmp,2,Fri Aug 24 13:58:08 2018,5:4:3:2:1,4,rabbit-big_can:bird-med_can:bird-small_can:bird-med_cup:bird-small_cup,bird in the bigger [inaudible],,target,8,5b4464e1f5920200016d1622,5,FALSE,target2,1,both-rel cmp,1,0,0,0,0
93,target-12,pos:rel-abs:b,pos,abs-rel,b,target-12-b-pos,4,Fri Aug 24 14:34:17 2018,1:2:4:5:3,5,cat-big_ladder:horse-med_ladder:horse-small_ladder:horse-med_lizard:cat-small_lizard,horse with the big [inaudible],,target,12,5b2017115e45c000012ab0a2,5,FALSE,target1,0,abs-rel pos,0,0,1,1,0
93,target-8,cmp:abs-both:b,cmp,abs-both,b,target-8-b-cmp,4,Fri Aug 24 14:34:28 2018,2:1:3:4:5,4,rabbit-big_car:bird-med_can:rabbit-small_can:bird-med_cup:bird-small_cup,bird in the bigger [inaudible],,target,8,5b2017115e45c000012ab0a2,4,FALSE,target2,1,abs-both cmp,1,0,1,1,1
93,target-6,cmp:rel-abs:b,cmp,abs-rel,b,target-6-b-cmp,2,Fri Aug 24 14:34:40 2018,5:3:2:1:4,3,man-big_dog:girl-med_dog:girl-small_dog:girl-med_duck:man-small_duck,girl with the bigger [inaudible],,target,6,5b2017115e45c000012ab0a2,4,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
93,target-1,pos:rel-both:b,pos,both-rel,b,target-1-b-pos,4,Fri Aug 24 14:35:00 2018,5:4:1:3:2,3,frog-big_box:rabbit-med_box:rabbit-small_box:rabbit-med_bag:rabbit-small_bag,rabbit in the big [inaudible],,target,1,5b2017115e45c000012ab0a2,7,FALSE,target1,0,both-rel pos,0,0,0,0,0
93,target-2,pos:abs-both:b,pos,abs-both,b,target-2-b-pos,4,Fri Aug 24 14:35:12 2018,4:1:5:3:2,3,bird-big_boat:frog-med_bathtub:bird-small_bathtub:frog-med_bucket:frog-small_bucket,frog in the big [inaudible],,target,2,5b2017115e45c000012ab0a2,3,FALSE,target2,1,abs-both pos,1,0,1,1,1
93,target-3,cmp:rel-abs:a,cmp,abs-rel,a,target-3-a-cmp,2,Fri Aug 24 14:35:24 2018,5:3:2:4:1,3,bird-big_truck:cat-med_truck:cat-small_truck:cat-med_tree:bird-small_tree,cat in the bigger [inaudible],,target,3,5b2017115e45c000012ab0a2,6,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
93,target-7,cmp:rel-both:b,cmp,both-rel,b,target-7-b-cmp,4,Fri Aug 24 14:35:44 2018,1:4:3:2:5,2,girl-big_sock:man-med_sock:man-small_sock:man-med_scarf:man-small_scarf,man with the bigger [inaudible],,target,7,5b2017115e45c000012ab0a2,10,FALSE,target1,0,both-rel cmp,0,0,0,0,0
93,target-10,pos:rel-both:a,pos,both-rel,a,target-10-a-pos,2,Fri Aug 24 14:35:57 2018,2:1:5:4:3,1,lady-big_cheese:farmer-med_cheese:farmer-small_cheese:farmer-med_chair:farmer-small_chair,farmer with the big [inaudible],,target,10,5b2017115e45c000012ab0a2,5,FALSE,target2,1,both-rel pos,1,0,0,0,0
93,target-5,cmp:abs-both:a,cmp,abs-both,a,target-5-a-cmp,4,Fri Aug 24 14:36:09 2018,5:3:4:1:2,1,man-big_flower:lady-med_fan:man-small_fan:lady-med_fish:lady-small_fish,lady with the bigger [inaudible],,target,5,5b2017115e45c000012ab0a2,4,FALSE,target2,1,abs-both cmp,1,0,1,1,1
93,target-9,pos:rel-abs:a,pos,abs-rel,a,target-9-a-pos,2,Fri Aug 24 14:36:19 2018,2:5:3:4:1,5,frog-big_glue:monkey-med_glue:monkey-small_glue:monkey-med_grapes:frog-small_grapes,monkey with the big [inaudible],,target,9,5b2017115e45c000012ab0a2,4,FALSE,target2,1,abs-rel pos,1,0,1,1,0
93,target-11,pos:abs-both:a,pos,abs-both,a,target-11-a-pos,2,Fri Aug 24 14:36:34 2018,5:2:4:1:3,2,boy-big_cake:policewoman-med_carrot:boy-small_carrot:policewoman-med_cookie:policewoman-small_cookie,policewoman with the big [inaudible],,target,11,5b2017115e45c000012ab0a2,7,FALSE,target1,0,abs-both pos,0,0,1,1,1
93,target-4,cmp:rel-both:a,cmp,both-rel,a,target-4-a-cmp,4,Fri Aug 24 14:36:46 2018,2:4:3:1:5,1,girl-big_pillow:boy-med_pillow:boy-small_pillow:boy-med_paintbrush:boy-small_paintbrush,boy with the bigger [inaudible],,target,4,5b2017115e45c000012ab0a2,4,FALSE,target1,0,both-rel cmp,0,0,0,0,0
95,target-3,cmp:abs-both:a,cmp,abs-both,a,target-3-a-cmp,4,Sat Aug 25 11:39:08 2018,4:5:3:2:1,2,bird-big_tower:cat-med_truck:bird-small_truck:cat-med_tree:cat-small_tree,cat in the bigger [inaudible],,target,3,5aea56160335e200019ea543,3,FALSE,target2,1,abs-both cmp,1,0,1,1,1
95,target-6,cmp:abs-both:b,cmp,abs-both,b,target-6-b-cmp,4,Sat Aug 25 11:39:24 2018,4:3:1:5:2,5,man-big_doll:girl-med_dog:man-small_dog:girl-med_duck:girl-small_duck,girl with the bigger [inaudible],,target,6,5aea56160335e200019ea543,5,FALSE,target2,1,abs-both cmp,1,0,1,1,1
95,target-4,cmp:rel-abs:b,cmp,abs-rel,b,target-4-b-cmp,2,Sat Aug 25 11:39:37 2018,1:4:3:5:2,4,girl-big_pillow:boy-med_pillow:boy-small_pillow:boy-med_paintbrush:girl-small_paintbrush,boy with the bigger [inaudible],,target,4,5aea56160335e200019ea543,4,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
95,target-12,pos:abs-both:b,pos,abs-both,b,target-12-b-pos,4,Sat Aug 25 11:39:48 2018,1:2:3:5:4,5,cat-big_lamp:horse-med_ladder:cat-small_ladder:horse-med_lizard:horse-small_lizard,horse with the big [inaudible],,target,12,5aea56160335e200019ea543,4,FALSE,target2,1,abs-both pos,1,0,1,1,1
95,target-11,pos:rel-both:b,pos,both-rel,b,target-11-b-pos,4,Sat Aug 25 11:40:01 2018,4:5:3:2:1,2,boy-big_carrot:policewoman-med_carrot:policewoman-small_carrot:policewoman-med_cookie:policewoman-small_cookie,policewoman with the big [inaudible],,target,11,5aea56160335e200019ea543,4,FALSE,target1,0,both-rel pos,0,0,0,0,0
95,target-2,cmp:rel-both:a,cmp,both-rel,a,target-2-a-cmp,2,Sat Aug 25 11:40:14 2018,2:3:1:5:4,3,bird-big_bathtub:frog-med_bathtub:frog-small_bathtub:frog-med_bucket:frog-small_bucket,frog in the bigger [inaudible],,target,2,5aea56160335e200019ea543,5,FALSE,target2,1,both-rel cmp,1,0,0,0,0
95,target-5,cmp:rel-both:b,cmp,both-rel,b,target-5-b-cmp,4,Sat Aug 25 11:40:26 2018,2:3:5:4:1,4,man-big_fan:lady-med_fan:lady-small_fan:lady-med_fish:lady-small_fish,lady with the bigger [inaudible],,target,5,5aea56160335e200019ea543,6,FALSE,target1,0,both-rel cmp,0,0,0,0,0
95,target-7,pos:rel-abs:a,pos,abs-rel,a,target-7-a-pos,2,Sat Aug 25 11:40:38 2018,1:2:5:3:4,2,girl-big_sock:man-med_sock:man-small_sock:man-med_scarf:girl-small_scarf,man with the big [inaudible],,target,7,5aea56160335e200019ea543,5,FALSE,target2,1,abs-rel pos,1,0,1,1,0
95,target-8,pos:rel-both:a,pos,both-rel,a,target-8-a-pos,4,Sat Aug 25 11:40:51 2018,3:4:2:5:1,5,rabbit-big_can:bird-med_can:bird-small_can:bird-med_cup:bird-small_cup,bird in the big [inaudible],,target,8,5aea56160335e200019ea543,4,FALSE,target1,0,both-rel pos,0,0,0,0,0
95,target-9,pos:abs-both:a,pos,abs-both,a,target-9-a-pos,4,Sat Aug 25 11:41:04 2018,1:2:3:4:5,4,frog-big_glasses:monkey-med_glue:frog-small_glue:monkey-med_grapes:monkey-small_grapes,monkey with the big [inaudible],,target,9,5aea56160335e200019ea543,4,FALSE,target2,1,abs-both pos,1,0,1,1,1
95,target-10,pos:rel-abs:b,pos,abs-rel,b,target-10-b-pos,2,Sat Aug 25 11:41:17 2018,2:4:3:5:1,4,lady-big_cheese:farmer-med_cheese:farmer-small_cheese:farmer-med_chair:lady-small_chair,farmer with the big [inaudible],,target,10,5aea56160335e200019ea543,4,FALSE,target2,1,abs-rel pos,1,0,1,1,0
95,target-1,cmp:rel-abs:a,cmp,abs-rel,a,target-1-a-cmp,2,Sat Aug 25 11:41:34 2018,4:1:5:3:2,1,frog-big_box:rabbit-med_box:rabbit-small_box:rabbit-med_bag:frog-small_bag,rabbit in the bigger [inaudible],,target,1,5aea56160335e200019ea543,4,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
96,target-5,cmp:abs-both:b,cmp,abs-both,b,target-5-b-cmp,4,Sat Aug 25 11:39:45 2018,2:5:3:4:1,4,man-big_flower:lady-med_fan:man-small_fan:lady-med_fish:lady-small_fish,lady with the bigger [inaudible],,target,5,5b65e2a5b7193d00012f832a,7,FALSE,target2,1,abs-both cmp,1,0,1,1,1
96,target-8,pos:abs-both:a,pos,abs-both,a,target-8-a-pos,4,Sat Aug 25 11:40:08 2018,5:3:2:1:4,1,rabbit-big_car:bird-med_can:rabbit-small_can:bird-med_cup:bird-small_cup,bird in the big [inaudible],,target,8,5b65e2a5b7193d00012f832a,9,FALSE,target2,1,abs-both pos,1,0,1,1,1
10,target-10,pos:abs-both:a,pos,abs-both,a,target-10-a-pos,2,Mon Jul 30 09:40:45 2018,3:2:4:5:1,2,lady-big_cherries:farmer-med_cheese:lady-small_cheese:farmer-med_chair:farmer-small_chair,farmer with the big [inaudible],yes,target,10,A23EW,5,FALSE,target1,0,abs-both pos,0,0,1,1,1
10,target-12,pos:rel-both:b,pos,both-rel,b,target-12-b-pos,2,Mon Jul 30 09:40:53 2018,1:3:2:4:5,3,cat-big_lizard:horse-med_lizard:horse-small_lizard:horse-med_ladder:horse-small_ladder,horse with the big [inaudible],yes,target,12,A23EW,2,FALSE,target2,1,both-rel pos,1,0,0,0,0
10,target-2,cmp:rel-abs:a,cmp,abs-rel,a,target-2-a-cmp,2,Mon Jul 30 09:41:05 2018,3:4:2:5:1,4,bird-big_bathtub:frog-med_bathtub:frog-small_bathtub:frog-med_bucket:bird-small_bucket,frog in the bigger [inaudible],yes,target,2,A23EW,4,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
10,target-6,cmp:rel-both:b,cmp,both-rel,b,target-6-b-cmp,1,Mon Jul 30 09:41:15 2018,2:1:4:5:3,2,man-big_duck:girl-med_duck:girl-small_duck:girl-med_dog:girl-small_dog,girl with the bigger [inaudible],yes,target,6,A23EW,4,FALSE,distractor,0,both-rel cmp,0,0,0,0,0
10,target-11,pos:rel-abs:b,pos,abs-rel,b,target-11-b-pos,2,Mon Jul 30 09:41:25 2018,3:2:4:1:5,2,boy-big_cookie:policewoman-med_cookie:policewoman-small_cookie:policewoman-med_carrot:boy-small_carrot,policewoman with the big [inaudible],yes,target,11,A23EW,4,FALSE,target2,1,abs-rel pos,1,0,1,1,0
10,target-4,cmp:abs-both:a,cmp,abs-both,a,target-4-a-cmp,4,Mon Jul 30 09:41:36 2018,5:3:1:2:4,2,girl-big_pen:boy-med_pillow:girl-small_pillow:boy-med_paintbrush:boy-small_paintbrush,boy with the bigger [inaudible],yes,target,4,A23EW,4,FALSE,target2,1,abs-both cmp,1,0,1,1,1
10,target-3,cmp:rel-both:a,cmp,both-rel,a,target-3-a-cmp,2,Mon Jul 30 09:41:48 2018,3:2:1:4:5,2,bird-big_truck:cat-med_truck:cat-small_truck:cat-med_tree:cat-small_tree,cat in the bigger [inaudible],yes,target,3,A23EW,3,FALSE,target2,1,both-rel cmp,1,0,0,0,0
10,target-7,cmp:abs-both:b,cmp,abs-both,b,target-7-b-cmp,2,Mon Jul 30 09:41:59 2018,2:1:4:3:5,1,girl-big_sandwich:man-med_scarf:girl-small_scarf:man-med_sock:man-small_sock,man with the bigger [inaudible],yes,target,7,A23EW,5,FALSE,target1,0,abs-both cmp,0,0,1,1,1
10,target-9,pos:rel-both:a,pos,both-rel,a,target-9-a-pos,2,Mon Jul 30 09:42:10 2018,1:4:2:5:3,4,frog-big_glue:monkey-med_glue:monkey-small_glue:monkey-med_grapes:monkey-small_grapes,monkey with the big [inaudible],yes,target,9,A23EW,5,FALSE,target2,1,both-rel pos,1,0,0,0,0
10,target-5,cmp:rel-abs:b,cmp,abs-rel,b,target-5-b-cmp,2,Mon Jul 30 09:42:23 2018,2:1:5:4:3,1,man-big_fish:lady-med_fish:lady-small_fish:lady-med_fan:man-small_fan,lady with the bigger [inaudible],yes,target,5,A23EW,6,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
10,target-1,pos:abs-both:b,pos,abs-both,b,target-1-b-pos,4,Mon Jul 30 09:42:33 2018,3:5:2:1:4,1,frog-big_basket:rabbit-med_bag:frog-small_bag:rabbit-med_box:rabbit-small_box,rabbit in the big [inaudible],yes,target,1,A23EW,5,FALSE,target2,1,abs-both pos,1,0,1,1,1
10,target-8,pos:rel-abs:a,pos,abs-rel,a,target-8-a-pos,4,Mon Jul 30 09:42:46 2018,2:4:5:1:3,1,rabbit-big_can:bird-med_can:bird-small_can:bird-med_cup:rabbit-small_cup,bird in the big [inaudible],yes,target,8,A23EW,5,FALSE,target1,0,abs-rel pos,0,0,1,1,0
11,target-1,cmp:rel-abs:a,cmp,abs-rel,a,target-1-a-cmp,2,Mon Jul 30 09:41:50 2018,3:1:5:4:2,1,frog-big_box:rabbit-med_box:rabbit-small_box:rabbit-med_bag:frog-small_bag,rabbit in the bigger [inaudible],yes,target,1,A1U5B,4,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
11,target-9,pos:abs-both:a,pos,abs-both,a,target-9-a-pos,4,Mon Jul 30 09:42:00 2018,2:4:3:5:1,5,frog-big_glasses:monkey-med_glue:frog-small_glue:monkey-med_grapes:monkey-small_grapes,monkey with the big [inaudible],yes,target,9,A1U5B,4,FALSE,target2,1,abs-both pos,1,0,1,1,1
11,target-10,pos:rel-abs:b,pos,abs-rel,b,target-10-b-pos,2,Mon Jul 30 09:42:16 2018,3:1:5:4:2,1,lady-big_chair:farmer-med_chair:farmer-small_chair:farmer-med_cheese:lady-small_cheese,farmer with the big [inaudible],yes,target,10,A1U5B,6,FALSE,target2,1,abs-rel pos,1,0,1,1,0
11,target-5,cmp:rel-both:b,cmp,both-rel,b,target-5-b-cmp,2,Mon Jul 30 09:42:31 2018,3:1:5:2:4,1,man-big_fish:lady-med_fish:lady-small_fish:lady-med_fan:lady-small_fan,lady with the bigger [inaudible],yes,target,5,A1U5B,6,FALSE,target2,1,both-rel cmp,1,0,0,0,0
11,target-6,cmp:abs-both:b,cmp,abs-both,b,target-6-b-cmp,2,Mon Jul 30 09:42:50 2018,1:3:5:4:2,3,man-big_doll:girl-med_duck:man-small_duck:girl-med_dog:girl-small_dog,girl with the bigger [inaudible],yes,target,6,A1U5B,7,FALSE,target1,0,abs-both cmp,0,0,1,1,1
11,target-12,pos:abs-both:b,pos,abs-both,b,target-12-b-pos,4,Mon Jul 30 09:43:02 2018,3:1:5:2:4,2,cat-big_lamp:horse-med_lizard:cat-small_lizard:horse-med_ladder:horse-small_ladder,horse with the big [inaudible],yes,target,12,A1U5B,4,FALSE,target2,1,abs-both pos,1,0,1,1,1
11,target-8,pos:rel-both:a,pos,both-rel,a,target-8-a-pos,2,Mon Jul 30 09:43:14 2018,4:1:3:2:5,1,rabbit-big_can:bird-med_can:bird-small_can:bird-med_cup:bird-small_cup,bird in the big [inaudible],yes,target,8,A1U5B,6,FALSE,target2,1,both-rel pos,1,0,0,0,0
11,target-2,cmp:rel-both:a,cmp,both-rel,a,target-2-a-cmp,4,Mon Jul 30 09:43:34 2018,3:1:2:5:4,5,bird-big_bathtub:frog-med_bathtub:frog-small_bathtub:frog-med_bucket:frog-small_bucket,frog in the bigger [inaudible],yes,target,2,A1U5B,11,FALSE,target1,0,both-rel cmp,0,0,0,0,0
11,target-4,cmp:rel-abs:b,cmp,abs-rel,b,target-4-b-cmp,2,Mon Jul 30 09:43:46 2018,2:4:5:3:1,4,girl-big_paintbrush:boy-med_paintbrush:boy-small_paintbrush:boy-med_pillow:girl-small_pillow,boy with the bigger [inaudible],yes,target,4,A1U5B,6,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
11,target-7,pos:rel-abs:a,pos,abs-rel,a,target-7-a-pos,4,Mon Jul 30 09:44:04 2018,3:2:4:5:1,5,girl-big_sock:man-med_sock:man-small_sock:man-med_scarf:girl-small_scarf,man with the big [inaudible],yes,target,7,A1U5B,10,FALSE,target1,0,abs-rel pos,0,0,1,1,0
11,target-11,pos:rel-both:b,pos,both-rel,b,target-11-b-pos,2,Mon Jul 30 09:44:17 2018,1:3:4:2:5,3,boy-big_cookie:policewoman-med_cookie:policewoman-small_cookie:policewoman-med_carrot:policewoman-small_carrot,policewoman with the big [inaudible],yes,target,11,A1U5B,8,FALSE,target2,1,both-rel pos,1,0,0,0,0
11,target-3,cmp:abs-both:a,cmp,abs-both,a,target-3-a-cmp,4,Mon Jul 30 09:44:30 2018,3:4:1:5:2,5,bird-big_tower:cat-med_truck:bird-small_truck:cat-med_tree:cat-small_tree,cat in the bigger [inaudible],yes,target,3,A1U5B,4,FALSE,target2,1,abs-both cmp,1,0,1,1,1
12,target-9,pos:rel-abs:b,pos,abs-rel,b,target-9-b-pos,4,Mon Jul 30 09:42:08 2018,2:5:4:1:3,1,frog-big_grapes:monkey-med_grapes:monkey-small_grapes:monkey-med_glue:frog-small_glue,monkey with the big [inaudible],yes,target,9,A377L,4,FALSE,target1,0,abs-rel pos,0,0,1,1,0
12,target-1,cmp:rel-both:a,cmp,both-rel,a,target-1-a-cmp,2,Mon Jul 30 09:42:21 2018,1:4:2:3:5,4,frog-big_box:rabbit-med_box:rabbit-small_box:rabbit-med_bag:rabbit-small_bag,rabbit in the bigger [inaudible],yes,target,1,A377L,5,FALSE,target2,1,both-rel cmp,1,0,0,0,0
12,target-5,cmp:abs-both:b,cmp,abs-both,b,target-5-b-cmp,4,Mon Jul 30 09:42:33 2018,4:5:3:1:2,1,man-big_flower:lady-med_fish:man-small_fish:lady-med_fan:lady-small_fan,lady with the bigger [inaudible],yes,target,5,A377L,4,FALSE,target2,1,abs-both cmp,1,0,1,1,1
12,target-4,cmp:rel-both:b,cmp,both-rel,b,target-4-b-cmp,4,Mon Jul 30 09:42:46 2018,4:1:5:3:2,3,girl-big_paintbrush:boy-med_paintbrush:boy-small_paintbrush:boy-med_pillow:boy-small_pillow,boy with the bigger [inaudible],yes,target,4,A377L,5,FALSE,target1,0,both-rel cmp,0,0,0,0,0
12,target-6,pos:rel-abs:a,pos,abs-rel,a,target-6-a-pos,4,Mon Jul 30 09:43:01 2018,5:1:2:4:3,4,man-big_dog:girl-med_dog:girl-small_dog:girl-med_duck:man-small_duck,girl with the big [inaudible],yes,target,6,A377L,6,FALSE,target1,0,abs-rel pos,0,0,1,1,0
12,target-7,pos:rel-both:a,pos,both-rel,a,target-7-a-pos,2,Mon Jul 30 09:43:14 2018,5:2:4:3:1,2,girl-big_sock:man-med_sock:man-small_sock:man-med_scarf:man-small_scarf,man with the big [inaudible],yes,target,7,A377L,5,FALSE,target2,1,both-rel pos,1,0,0,0,0
12,target-3,cmp:rel-abs:b,cmp,abs-rel,b,target-3-b-cmp,2,Mon Jul 30 09:43:27 2018,2:4:5:1:3,4,bird-big_tree:cat-med_tree:cat-small_tree:cat-med_truck:bird-small_truck,cat in the bigger [inaudible],yes,target,3,A377L,5,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
12,target-2,cmp:abs-both:a,cmp,abs-both,a,target-2-a-cmp,4,Mon Jul 30 09:43:38 2018,3:2:1:5:4,5,bird-big_boat:frog-med_bathtub:bird-small_bathtub:frog-med_bucket:frog-small_bucket,frog in the bigger [inaudible],yes,target,2,A377L,4,FALSE,target2,1,abs-both cmp,1,0,1,1,1
12,target-8,pos:abs-both:a,pos,abs-both,a,target-8-a-pos,4,Mon Jul 30 09:43:50 2018,3:1:2:5:4,5,rabbit-big_car:bird-med_can:rabbit-small_can:bird-med_cup:bird-small_cup,bird in the big [inaudible],yes,target,8,A377L,5,FALSE,target2,1,abs-both pos,1,0,1,1,1
12,target-12,cmp:rel-abs:a,cmp,abs-rel,a,target-12-a-cmp,2,Mon Jul 30 09:44:03 2018,5:4:3:2:1,4,cat-big_ladder:horse-med_ladder:horse-small_ladder:horse-med_lizard:cat-small_lizard,horse with the bigger [inaudible],yes,target,12,A377L,5,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
12,target-11,pos:abs-both:b,pos,abs-both,b,target-11-b-pos,2,Mon Jul 30 09:44:15 2018,1:5:2:3:4,5,boy-big_cake:policewoman-med_cookie:boy-small_cookie:policewoman-med_carrot:policewoman-small_carrot,policewoman with the big [inaudible],yes,target,11,A377L,4,FALSE,target1,0,abs-both pos,0,0,1,1,1
12,target-10,pos:rel-both:b,pos,both-rel,b,target-10-b-pos,4,Mon Jul 30 09:44:30 2018,2:5:4:1:3,1,lady-big_chair:farmer-med_chair:farmer-small_chair:farmer-med_cheese:farmer-small_cheese,farmer with the big [inaudible],yes,target,10,A377L,7,FALSE,target1,0,both-rel pos,0,0,0,0,0
13,target-2,cmp:rel-abs:b,cmp,abs-rel,b,target-2-b-cmp,2,Mon Jul 30 09:55:16 2018,5:1:4:2:3,1,bird-big_bucket:frog-med_bucket:frog-small_bucket:frog-med_bathtub:bird-small_bathtub,frog in the bigger [inaudible],yes,target,2,A21B7,5,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
13,target-8,pos:rel-abs:b,pos,abs-rel,b,target-8-b-pos,2,Mon Jul 30 09:55:35 2018,2:5:4:3:1,5,rabbit-big_cup:bird-med_cup:bird-small_cup:bird-med_can:rabbit-small_can,bird in the big [inaudible],yes,target,8,A21B7,5,FALSE,target2,1,abs-rel pos,1,0,1,1,0
13,target-9,pos:rel-both:b,pos,both-rel,b,target-9-b-pos,4,Mon Jul 30 09:55:51 2018,5:4:1:3:2,3,frog-big_grapes:monkey-med_grapes:monkey-small_grapes:monkey-med_glue:monkey-small_glue,monkey with the big [inaudible],yes,target,9,A21B7,5,FALSE,target1,0,both-rel pos,0,0,0,0,0
13,target-6,pos:rel-both:a,pos,both-rel,a,target-6-a-pos,4,Mon Jul 30 09:56:26 2018,2:1:3:4:5,4,man-big_dog:girl-med_dog:girl-small_dog:girl-med_duck:girl-small_duck,girl with the big [inaudible],yes,target,6,A21B7,9,FALSE,target1,0,both-rel pos,0,0,0,0,0
13,target-3,cmp:rel-both:b,cmp,both-rel,b,target-3-b-cmp,2,Mon Jul 30 09:56:39 2018,2:5:3:1:4,5,bird-big_tree:cat-med_tree:cat-small_tree:cat-med_truck:cat-small_truck,cat in the bigger [inaudible],yes,target,3,A21B7,4,FALSE,target2,1,both-rel cmp,1,0,0,0,0
13,target-7,pos:abs-both:a,pos,abs-both,a,target-7-a-pos,4,Mon Jul 30 09:56:53 2018,1:4:5:2:3,2,girl-big_sandwich:man-med_sock:girl-small_sock:man-med_scarf:man-small_scarf,man with the big [inaudible],yes,target,7,A21B7,5,FALSE,target2,1,abs-both pos,1,0,1,1,1
13,target-11,cmp:rel-abs:a,cmp,abs-rel,a,target-11-a-cmp,2,Mon Jul 30 09:57:07 2018,2:1:5:3:4,1,boy-big_carrot:policewoman-med_carrot:policewoman-small_carrot:policewoman-med_cookie:boy-small_cookie,policewoman with the bigger [inaudible],yes,target,11,A21B7,7,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
13,target-4,cmp:abs-both:b,cmp,abs-both,b,target-4-b-cmp,4,Mon Jul 30 09:57:20 2018,4:5:3:2:1,2,girl-big_pen:boy-med_paintbrush:girl-small_paintbrush:boy-med_pillow:boy-small_pillow,boy with the bigger [inaudible],yes,target,4,A21B7,5,FALSE,target2,1,abs-both cmp,1,0,1,1,1
13,target-12,cmp:rel-both:a,cmp,both-rel,a,target-12-a-cmp,4,Mon Jul 30 09:57:33 2018,2:5:3:1:4,1,cat-big_ladder:horse-med_ladder:horse-small_ladder:horse-med_lizard:horse-small_lizard,horse with the bigger [inaudible],yes,target,12,A21B7,5,FALSE,target1,0,both-rel cmp,0,0,0,0,0
13,target-1,cmp:abs-both:a,cmp,abs-both,a,target-1-a-cmp,4,Mon Jul 30 09:57:52 2018,1:2:5:3:4,3,frog-big_basket:rabbit-med_box:frog-small_box:rabbit-med_bag:rabbit-small_bag,rabbit in the bigger [inaudible],yes,target,1,A21B7,7,FALSE,target2,1,abs-both cmp,1,0,1,1,1
13,target-10,pos:abs-both:b,pos,abs-both,b,target-10-b-pos,4,Mon Jul 30 09:58:11 2018,3:1:4:2:5,2,lady-big_cherries:farmer-med_chair:lady-small_chair:farmer-med_cheese:farmer-small_cheese,farmer with the big [inaudible],yes,target,10,A21B7,8,FALSE,target2,1,abs-both pos,1,0,1,1,1
13,target-5,pos:rel-abs:a,pos,abs-rel,a,target-5-a-pos,2,Mon Jul 30 09:58:30 2018,1:2:3:4:5,2,man-big_fan:lady-med_fan:lady-small_fan:lady-med_fish:man-small_fish,lady with the big [inaudible],yes,target,5,A21B7,11,FALSE,target2,1,abs-rel pos,1,0,1,1,0
15,target-1,cmp:rel-both:b,cmp,both-rel,b,target-1-b-cmp,4,Mon Jul 30 09:43:55 2018,1:2:3:4:5,4,frog-big_bag:rabbit-med_bag:rabbit-small_bag:rabbit-med_box:rabbit-small_box,rabbit in the bigger [inaudible],yes,target,1,A27SM,3,FALSE,target1,0,both-rel cmp,0,0,0,0,0
15,target-10,cmp:rel-both:a,cmp,both-rel,a,target-10-a-cmp,2,Mon Jul 30 09:44:06 2018,2:5:4:3:1,5,lady-big_cheese:farmer-med_cheese:farmer-small_cheese:farmer-med_chair:farmer-small_chair,farmer with the bigger [inaudible],yes,target,10,A27SM,4,FALSE,target2,1,both-rel cmp,1,0,0,0,0
15,target-2,cmp:abs-both:b,cmp,abs-both,b,target-2-b-cmp,4,Mon Jul 30 09:44:17 2018,5:3:4:2:1,2,bird-big_boat:frog-med_bucket:bird-small_bucket:frog-med_bathtub:frog-small_bathtub,frog in the bigger [inaudible],yes,target,2,A27SM,4,FALSE,target2,1,abs-both cmp,1,0,1,1,1
15,target-11,cmp:abs-both:a,cmp,abs-both,a,target-11-a-cmp,4,Mon Jul 30 09:44:27 2018,3:1:2:5:4,5,boy-big_cake:policewoman-med_carrot:boy-small_carrot:policewoman-med_cookie:policewoman-small_cookie,policewoman with the bigger [inaudible],yes,target,11,A27SM,4,FALSE,target2,1,abs-both cmp,1,0,1,1,1
